FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
James,Garner,MID,MUN,4500000,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,-1,0,0,0,451,0,0,0,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight,Gayle,FWD,NEW,4500000,0,0,0,0,0,0,3303,0,0,0,0,0,0,0,0,3303,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,-1,0,0,0,0,0,0,0,Brighton,Man City,Wolverhampton,Liverpool,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gazzaniga,GLK,FUL,4000000,0,0,0,0,0,0,22433,0,0,0,0,0,0,0,0,22433,0,0,0,0,0,0,0,0,0,0,0,0,5.8,5432,0,-1,0,0,0,5432,0,0,0,Wolverhampton,Brentford F.C.,Arsenal,Brighton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Philippe,Gbamin,MID,EVE,4500000,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0.1,564,0,-1,0,0,0,564,0,0,0,Aston Villa,Nottingham Forest FC,Brentford F.C.,Leeds United F.C.,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Gelhardt,FWD,LEE,5500000,1,1,1,1.81818181818182E-07,1.81818181818182E-07,0,7557,0,0,0,0,0,0,0,0.2,7557,0,0,1,0,0.2,0,1,0,0,0,0,0,0.6,2205,0,-1,0,0,6,2205,0,0,2,Southampton,Chelsea,Brighton,Everton,Brentford F.C.,1.2,0.5,0.5,0.7,0.6,1,1.2,1.1,1.2,0.5,0.5,0.9,0.9,0.5,0.5,0.5,0.5,1,0.9,0.8,0.8,1.3,0.5,1.4,0.5,0.7,1,0.5,1.4,1.1,0.7,0.6,0.5,0.5,0.5,0.8,0.5
Saman,Ghoddos,MID,BRE,5000000,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,-1,0,0,0,86,0,0,0,Man Utd,Fulham,Everton,Crystal Palace,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan,Gibbs-White,MID,WOL,5500000,2,2,2,3.63636363636364E-07,3.63636363636364E-07,0,1593,0,2,0,0,0,0,0,0.4,1593,0,0,2,0,0.4,0,2,0,0,0,0,0,0.2,908,0,-1,0,0,90,908,0,0,9,Fulham,Tottenham,Newcastle,Bournemouth,Southampton,1.9,1,1.3,1,1.2,1,1.2,1.4,1,2.3,1.3,1.4,1.2,1.1,1.2,1.5,1.7,1.7,1.8,1,1.3,1,1.3,1.5,1.2,1,1.3,1.9,1.2,1.6,1,1.7,1,2.1,1.3,1.9,1
Billy,Gilmour,MID,CHE,4500000,0,0,0,0,0,0,6344,0,0,0,0,0,0,0,0,6344,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1426,0,-1,0,0,0,1426,0,0,0,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Godfrey,DEF,EVE,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,5076,0,0,0,0,0,0,0,0.2,5076,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,312,0,-1,0,0,17,312,0,0,5,Aston Villa,Nottingham Forest FC,Brentford F.C.,Leeds United F.C.,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.4,0.5,0.5,1.4,0.9,0.9,0.5,0.5,0.9,0.5,0.5,0.7,1.1,1.2,0.5,0.9,0.5,0.5,0.5,0.5,1.2,0.5
Joseph,Gomez,DEF,LIV,4500000,0,0,0,0,0,0,3755,0,0,0,0,0,0,0,0,3755,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1518,0,-1,0,0,0,1518,0,0,0,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Goode,DEF,BRE,4000000,0,0,0,0,0,0,4040,0,0,0,0,0,0,0,0,4040,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2904,0,-1,0,0,0,2904,0,0,0,Man Utd,Fulham,Everton,Crystal Palace,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Gordon,MID,EVE,5500000,2,2,2,3.63636363636364E-07,3.63636363636364E-07,0,10933,0,1,0,0,0,0,0,0.4,10933,0,0,2,0,0.4,0,2,0,0,0,0,0,1.4,16642,0,-1,0,0,90,16642,0,0,5,Aston Villa,Nottingham Forest FC,Brentford F.C.,Leeds United F.C.,Liverpool,1.7,2.3,1.2,1,1.3,1,1.8,1,1.7,1,1,1.7,1.5,1.4,1,1.1,1,1.1,1.2,1.4,1.2,1,1.3,2.1,1.9,1.6,1,1.2,1.3,1.9,1.3,1.3,1,1,1.2,1,1.3
Archie,Gray,MID,LEE,4500000,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,0,-1,0,0,0,1296,0,0,0,Southampton,Chelsea,Brighton,Everton,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demarai,Gray,MID,EVE,5500000,2,2,2,3.63636363636364E-07,3.63636363636364E-07,0,8669,0,1,0,0,0,0,0,0.4,8669,0,0,2,0,0.4,0,2,0,0,0,0,0,0.9,9933,0,-1,0,0,90,9933,0,0,8,Aston Villa,Nottingham Forest FC,Brentford F.C.,Leeds United F.C.,Liverpool,1.7,2.3,1.2,1,1.3,1,1.8,1,1.7,1,1,1.7,1.5,1.4,1,1.1,1,1.1,1.2,1.4,1.2,1,1.3,2.1,1.9,1.6,1,1.2,1.3,1.9,1.3,1.3,1,1,1.2,1,1.3
Jack,Grealish,MID,MCI,7000000,3,3,3,4.28571428571429E-07,4.28571428571429E-07,0,35231,0,0,0,0,0,0,0,0.4,35231,0,0,3,0,0.4,0,3,0,0,1,0,0,4.4,54120,0,-1,0,0,90,54120,0,0,19,Bournemouth,Newcastle,Crystal Palace,Nottingham Forest FC,Aston Villa,2.5,1.9,3.2,4.1,3.1,2.4,1.6,3.2,2.3,1.9,1.8,2.2,2,3.4,3,2,3.4,1.8,2.6,2.2,1.9,3.7,3.5,2,2.5,2.6,3.3,2.5,1.8,2.6,1.6,2.3,2.8,2.5,2.8,2.3,2.4
Sam,Greenwood,FWD,LEE,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,122044,0,0,0,0,0,0,0,0.2,122044,0,0,1,0,0.2,0,1,0,0,0,0,0,22.5,77080,0,-1,0,0,17,77080,0,0,4,Southampton,Chelsea,Brighton,Everton,Brentford F.C.,1.2,0.5,0.5,0.7,0.6,1,1.2,1.1,1.2,0.5,0.5,0.9,0.9,0.5,0.5,0.5,0.5,1,0.9,0.8,0.8,1.3,0.5,1.4,0.5,0.7,1,0.5,1.4,1.1,0.7,0.6,0.5,0.5,0.5,0.8,0.5
Pascal,Gro?,MID,BHA,5500000,15,15,15,2.72727272727273E-06,2.72727272727273E-06,0,21220,0,1,0,0,0,2,0,2.7,21220,0,0,15,0,2.7,0,15,3,0,0,0,0,4.2,250884,0,-1,0,1,90,250884,0,0,44,Newcastle,West Ham,Leeds United F.C.,Fulham,Leicester,13.632,14.88,13.632,14.88,13.632,14.88,13.632,14.88,13.632,14.88,13.632,14.88,13.632,14.88,13.632,14.88,13.632,14.88,13.632,14.88,13.632,14.88,13.632,14.88,13.632,14.88,13.632,13.632,14.88,14.88,13.632,14.88,13.632,13.632,14.88,13.632,14.88
Vicente,Guaita,GLK,CRY,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,8283,0,2,0,1,0,0,0,0.2,8283,0,0,1,0,0.2,0,1,0,0,0,0,0,1.5,2547,0,-1,0,0,90,2547,0,0,15,Liverpool,Aston Villa,Man City,Brentford F.C.,Newcastle,0.5,0.9,0.5,0.5,0.5,1.4,0.5,0.9,0.5,0.5,1.4,1.2,1.4,0.9,0.5,0.5,0.5,1.1,0.7,0.5,1.2,0.5,0.5,0.5,0.7,0.5,0.7,0.6,0.5,1.2,1.4,1.2,1.1,0.9,0.5,0.5,0.7
,Guedes,MID,WOL,6000000,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4695,0,-1,0,0,0,4695,0,0,0,Fulham,Tottenham,Newcastle,Bournemouth,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc,Guehi,DEF,CRY,4500000,-1,-1,-1,-2.22222222222222E-07,-2.22222222222222E-07,0,21357,0,2,0,0,0,0,0,-0.2,21357,0,0,-1,0,-0.2,0,-1,0,0,0,0,0,1.8,1212,1,-1,0,0,90,1212,0,0,7,Liverpool,Aston Villa,Man City,Brentford F.C.,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederic,Guilbert,DEF,AVL,4000000,0,0,0,0,0,0,6339,0,0,0,0,0,0,0,0,6339,0,0,0,0,0,0,0,0,0,0,0,0,0.9,8108,0,-1,0,0,0,8108,0,0,0,Everton,Crystal Palace,West Ham,Arsenal,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilkay,Gundogan,MID,MCI,7500000,3,3,3,4E-07,4E-07,0,10341,0,0,0,0,0,0,0,0.4,10341,0,0,3,0,0.4,0,3,0,0,1,0,0,1.3,18196,0,-1,0,0,77,18196,0,0,11,Bournemouth,Newcastle,Crystal Palace,Nottingham Forest FC,Aston Villa,2.5,1.9,3.2,4.1,3.1,2.4,1.6,3.2,2.3,1.9,1.8,2.2,2,3.4,3,2,3.4,1.8,2.6,2.2,1.9,3.7,3.5,2,2.5,2.6,3.3,2.5,1.8,2.6,1.6,2.3,2.8,2.5,2.8,2.3,2.4
Darko,Gyabi,MID,LEE,4500000,0,0,0,0,0,0,573,0,0,0,0,0,0,0,0,573,0,0,0,0,0,0,0,0,0,0,0,0,0.1,231,0,-1,0,0,0,231,0,0,0,Southampton,Chelsea,Brighton,Everton,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erling,Haaland,FWD,MCI,11600000,13,13,13,1.12068965517241E-06,1.12068965517241E-06,0,28349,0,0,0,0,0,2,0,1.1,28349,1,-1,13,-1,1.1,0,13,3,0,1,0,0,57.7,1049379,0,-1,0,1,77,1049379,1,0,48,Bournemouth,Newcastle,Crystal Palace,Nottingham Forest FC,Aston Villa,14.32,14.4,14.8,14.8,12.88,14.72,12.88,14.8,14.8,12.88,15,14.8,12.88,14.8,14.8,12.88,14.8,14.5,12.88,14.8,12.8,14.8,12.88,12.4,13.52,12.88,14.8,14.8,12.88,14.8,12.88,13.92,12.88,14.8,12.88,13.6,12.88
Oliver,Hammond,MID,NFO,4500000,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,-1,0,0,0,371,0,0,0,West Ham,Everton,Tottenham,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Harris,MID,FUL,4500000,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0.1,646,0,-1,0,0,0,646,0,0,0,Wolverhampton,Brentford F.C.,Arsenal,Brighton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Harrison,MID,LEE,6000000,6,6,6,1E-06,1E-06,0,11270,1,1,0,0,0,0,0,1,11270,0,0,6,0,1,0,6,2,0,0,0,1,1.3,30474,0,-1,0,0,90,30474,0,0,25,Southampton,Chelsea,Brighton,Everton,Brentford F.C.,5.5,6.7,5.2,8.5,6.8,8.5,7.2,8.5,7.2,6.7,6.1,8.5,5.8,7.1,5.7,6.9,5.8,8.5,7.4,7.9,7.4,8.3,7.4,6.7,5.5,6.4,5.2,5.5,8.3,7,7.4,7.3,5.9,5.7,7,7.4,6.9
Kortney,Hause,DEF,AVL,4500000,0,0,0,0,0,0,1233,0,0,0,0,0,0,0,0,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,-1,0,0,0,21,0,0,0,Everton,Crystal Palace,West Ham,Arsenal,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kai,Havertz,FWD,CHE,8000000,2,2,2,2.5E-07,2.5E-07,0,78922,0,0,0,0,0,0,0,0.2,78922,0,0,2,0,0.2,0,2,0,0,1,0,0,3.8,16424,0,-1,0,0,74,16424,0,0,1,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham,1.1,1.7,1.9,2.5,2.7,2,2.8,2.5,2.8,2.5,1.9,2.8,1.6,1,1,1,2.3,1.1,2.8,2.5,2.4,2.3,2.8,1,2.1,1.5,2,2.8,2.5,2,2.5,2.3,1,1,2.7,1,1
Tom,Heaton,GLK,MUN,4000000,0,0,0,0,0,0,1911,0,0,0,0,0,0,0,0,1911,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1607,0,-1,0,0,0,1607,0,0,0,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean,Henderson,GLK,NFO,4500000,3,3,3,6.66666666666667E-07,6.66666666666667E-07,0,20007,0,2,0,7,0,0,0,0.7,20007,0,0,3,0,0.7,0,3,0,0,0,0,0,5.3,13004,0,-1,0,0,90,13004,0,0,26,West Ham,Everton,Tottenham,Man City,Bournemouth,4.3,3.7,4.3,1.6,2.9,2.5,2.2,2.7,4.3,3.7,2.3,2.5,3.7,2.1,4.3,3.7,4.3,3.7,3.3,2.3,3.1,1.6,2.1,3.7,4.3,3.7,3.1,4.3,3.7,4.3,2,2.9,1.6,4.3,3.7,4.3,3.7
Jordan,Henderson,MID,LIV,5500000,2,2,2,3.63636363636364E-07,3.63636363636364E-07,0,12290,0,2,0,0,0,0,0,0.4,12290,0,0,2,0,0.4,0,2,0,0,0,0,0,1.3,10242,0,-1,0,0,90,10242,0,0,14,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton,1.7,1.3,1.3,1.3,1.5,1.1,1,1.1,1,1.2,1.8,1.9,1.3,1,1.2,1.7,1.4,1.2,1,1.2,1,1.9,1,1.3,1.7,1,1.9,1,1.2,1,2.3,1.4,1.2,1.6,1,2.1,1
Jeff,Hendrick,MID,NEW,4500000,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Brighton,Man City,Wolverhampton,Liverpool,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayne,Hennessey,GLK,NFO,4000000,0,0,0,0,0,0,8059,0,0,0,0,0,0,0,0,8059,0,0,0,0,0,0,0,0,0,0,0,0,2.4,4158,0,-1,0,0,0,4158,0,0,0,West Ham,Everton,Tottenham,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rico,Henry,DEF,BRE,4500000,4,4,4,8.88888888888889E-07,8.88888888888889E-07,0,4556,0,2,0,0,0,0,0,0.9,4556,0,0,4,0,0.9,0,4,0,0,0,0,1,0.7,8425,0,-1,0,0,90,8425,0,0,22,Man Utd,Fulham,Everton,Crystal Palace,Leeds United F.C.,5.7,2.7,5.7,5,4.7,5,5.7,3.6,3.9,4.4,5.7,5,5.7,4.5,2.5,5.7,5,4,4.4,3.9,5.7,5,5.7,5,3.4,5,5,3.6,4.7,5,5.7,5,5.3,3.2,5.7,5,3.3
Aaron,Hickey,DEF,BRE,5000000,1,1,1,2E-07,2E-07,0,2820,0,2,0,0,0,0,0,0.2,2820,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,1451,0,-1,0,0,83,1451,0,0,8,Man Utd,Fulham,Everton,Crystal Palace,Leeds United F.C.,1.4,0.5,1.4,0.9,0.5,1.2,0.9,0.5,0.5,0.5,0.9,0.7,1.4,0.5,0.5,1.1,0.9,0.5,0.5,0.5,1.4,0.7,1.1,1.2,0.5,1.2,0.6,0.5,0.5,1.2,0.9,0.7,0.7,0.5,1.1,0.9,0.5
James,Hill,DEF,BOU,4500000,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,-1,0,0,0,164,0,0,0,Man City,Arsenal,Liverpool,Wolverhampton,Nottingham Forest FC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leo Fuhr,Hjelde,DEF,LEE,4000000,0,0,0,0,0,0,1603,0,0,0,0,0,0,0,0,1603,0,0,0,0,0,0,0,0,0,0,0,0,0.2,738,0,-1,0,0,0,738,0,0,0,Southampton,Chelsea,Brighton,Everton,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph,Hodge,MID,WOL,4500000,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,732,0,-1,0,0,0,732,0,0,0,Fulham,Tottenham,Newcastle,Bournemouth,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emile,H?jbjerg,MID,TOT,5500000,2,2,2,3.63636363636364E-07,3.63636363636364E-07,0,10713,0,1,0,0,0,0,0,0.4,10713,0,0,2,0,0.4,0,2,0,0,0,0,0,0.9,4454,0,-1,0,0,90,4454,0,0,16,Chelsea,Wolverhampton,Nottingham Forest FC,West Ham,Fulham,1,1.1,1.9,1.4,1.9,1,1.4,1,1,1.9,1.3,1.3,1,1.3,1.3,1.2,2.1,1.3,1.2,1.5,1.2,1,1.8,1.2,1,2.3,1,1.5,1.1,1.3,1,1.7,1,1.7,1.7,1.6,1
Rob,Holding,DEF,ARS,4500000,0,0,0,0,0,0,3421,0,0,0,0,0,0,0,0,3421,0,0,0,0,0,0,0,0,0,0,0,0,0.2,543,0,-1,0,0,0,543,0,0,0,Leicester,Bournemouth,Fulham,Aston Villa,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason,Holgate,DEF,EVE,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,1222,1,1,0,0,0,0,0,0.2,1222,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,1517,0,-1,0,0,72,1517,0,0,9,Aston Villa,Nottingham Forest FC,Brentford F.C.,Leeds United F.C.,Liverpool,0.7,0.7,0.5,0.5,0.5,0.7,1.1,1.2,1.4,0.9,0.5,1.1,0.5,0.6,0.5,1.4,0.5,0.5,1.4,0.9,0.9,0.5,0.5,0.9,0.5,0.5,0.7,1.1,1.2,0.5,0.9,0.5,0.5,0.5,0.5,1.2,0.5
Callum,Hudson-Odoi,MID,CHE,5500000,0,0,0,0,0,0,2046,0,0,0,0,0,0,0,0,2046,0,0,0,0,0,0,0,0,0,0,0,0,0.1,368,0,-1,0,0,0,368,0,0,0,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will,Hughes,MID,CRY,5000000,1,1,1,2E-07,2E-07,0,406,0,0,0,0,0,0,0,0.2,406,0,0,1,0,0.2,0,1,0,0,0,0,0,0,60,0,-1,0,0,4,60,0,0,2,Liverpool,Aston Villa,Man City,Brentford F.C.,Newcastle,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.8
,Hwang,MID,WOL,6000000,5,5,5,8.33333333333333E-07,8.33333333333333E-07,0,5422,0,2,0,0,0,0,0,0.8,5422,0,0,5,0,0.8,0,5,0,0,0,0,1,0.6,14143,0,-1,0,0,84,14143,0,0,22,Fulham,Tottenham,Newcastle,Bournemouth,Southampton,6.9,4.3,5.4,4.5,5.2,4.4,5.3,5.8,4.2,7.1,5.6,5.6,5.2,4.8,5.2,6,6.5,6.2,6.7,4.3,5.4,4.2,5.5,6,5.3,4.4,5.5,6.2,5.2,6.2,4.6,6.5,3.9,7.1,5.6,6.9,4.2
Kelechi,Iheanacho,FWD,LEI,6400000,0,0,0,0,0,0,21633,0,0,0,0,0,0,0,0,21633,-1,1,0,1,0,0,0,0,0,0,0,0,0.8,4012,0,-1,0,0,0,4012,-1,0,0,Arsenal,Southampton,Chelsea,Man Utd,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny,Ings,FWD,AVL,7000000,1,1,1,1.42857142857143E-07,1.42857142857143E-07,0,40248,1,1,0,0,0,0,0,0.1,40248,0,0,1,0,0.1,0,1,0,0,0,0,0,1.9,11163,0,-1,0,0,65,11163,0,0,0,Everton,Crystal Palace,West Ham,Arsenal,Man City,0.7,1.2,1,0.5,0.5,0.5,1.4,0.5,0.8,0.5,0.7,0.8,0.5,1.3,0.5,1.1,0.5,1.2,0.7,1.2,0.6,0.5,0.5,0.5,1.4,0.8,0.5,0.5,1,0.5,0.6,0.9,1.2,1,0.5,0.9,0.7
Zidane,Iqbal,MID,MUN,4500000,0,0,0,0,0,0,2518,0,0,0,0,0,0,0,0,2518,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1835,0,-1,0,0,0,1835,0,0,0,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim,Iroegbunam,MID,AVL,4500000,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,-1,0,0,0,307,0,0,0,Everton,Crystal Palace,West Ham,Arsenal,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Iversen,GLK,LEI,4000000,0,0,0,0,0,0,18603,0,0,0,0,0,0,0,0,18603,0,0,0,0,0,0,0,0,0,0,0,0,2.8,10468,0,-1,0,0,0,10468,0,0,0,Arsenal,Southampton,Chelsea,Man Utd,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,Iwobi,MID,EVE,5500000,2,2,2,3.63636363636364E-07,3.63636363636364E-07,0,1902,0,1,0,0,0,0,0,0.4,1902,0,0,2,0,0.4,0,2,0,0,0,0,0,0.2,2915,0,-1,0,0,90,2915,0,0,16,Aston Villa,Nottingham Forest FC,Brentford F.C.,Leeds United F.C.,Liverpool,1.7,2.3,1.2,1,1.3,1,1.8,1,1.7,1,1,1.7,1.5,1.4,1,1.1,1,1.1,1.2,1.4,1.2,1,1.3,2.1,1.9,1.6,1,1.2,1.3,1.9,1.3,1.3,1,1,1.2,1,1.3
Daniel,James,MID,LEE,6000000,0,0,0,0,0,0,393,0,0,0,0,0,0,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0.1,798,0,-1,0,0,0,798,0,0,0,Southampton,Chelsea,Brighton,Everton,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reece,James,DEF,CHE,6000000,7,7,7,1.16666666666667E-06,1.16666666666667E-06,0,124197,1,0,0,0,0,0,0,1.2,124197,0,0,7,0,1.2,0,7,2,0,1,0,0,39.4,109500,0,-1,0,0,90,109500,0,0,31,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham,9.9,8.7,9.9,8.7,9.9,6.6,8.8,8.7,9.9,8.7,6.3,9.9,8.2,9.9,8.7,9.5,8.7,7.7,9.9,7.5,8,8.7,9.9,8.7,9.9,8.7,9.9,9.9,8.7,9.5,8.7,7.7,8.7,8.2,9.9,6.3,9.9
